doc_id,lay_id,respondent,type,treatment,time,response,sd_response,mean_response_moderate,std_response,politics,age,female,education,white,density,metropolitan,republican_voteprop_pres_2016,fox,clinical_time,specialty,practice_setting,researchengagement_scale,evidenceskepticism_scale,exp_condition
1,NA,physician,peerbeliefs,plaquenil,t3,6,21.099664940105487,21.369369369369373,-0.7284176982429624,1,39,0,NA,1,4000,1,0.5,0,All or almost all (95% or more),Emergency medicine,"Academic, university affiliated",1,3.5,ivermectin
1,NA,physician,peerbeliefs,ivermectin,t3,5,20.947625612057156,24.324324324324323,-0.922506668880005,1,39,0,NA,1,4000,1,0.5,0,All or almost all (95% or more),Emergency medicine,"Academic, university affiliated",1,3.5,ivermectin
1,NA,physician,exp_informativeness,NA,t3,4,NA,NA,NA,1,39,0,NA,1,4000,1,0.5,0,All or almost all (95% or more),Emergency medicine,"Academic, university affiliated",1,3.5,ivermectin
1,NA,physician,exp_rigor,NA,t3,4,NA,NA,NA,1,39,0,NA,1,4000,1,0.5,0,All or almost all (95% or more),Emergency medicine,"Academic, university affiliated",1,3.5,ivermectin
1,NA,physician,exp_bias,NA,t3,4,NA,NA,NA,1,39,0,NA,1,4000,1,0.5,0,All or almost all (95% or more),Emergency medicine,"Academic, university affiliated",1,3.5,ivermectin
2,NA,physician,choice,plaquenil,t1,-2,1.4177893216450512,-0.41758241758241754,-1.1161161663860708,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,plaquenil,t2,-2,0.5855447662456258,-1.8253012048192772,-0.2983525859190068,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,plaquenil,t3,-2,0.4938209008277974,-1.911504424778761,-0.17920581140428235,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,effective,plaquenil,t3,-2,0.5764865834225402,-1.761061946902655,-0.4144728775452066,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,ivermectin,t3,-2,0.5837987185341512,-1.9026548672566372,-0.16674434124793003,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,effective,ivermectin,t3,-2,0.6413740703562988,-1.663716814159292,-0.5243167776550346,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,angiotensin,t1,-2,0.7198756485503404,-1.521978021978022,-0.6640340994789885,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,antibiotic,t1,-2,1.4587268119255967,-0.021978021978022056,-1.3559920622908712,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,antiretroviral,t1,-2,1.2348454847834482,-0.956043956043956,-0.8454143103897084,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,steroid,t1,1,1.2536314835169837,-0.8076923076923076,1.4419646694106159,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,toci,t3,1,1.2104550653376047,0.7079646017699114,0.24126083370855061,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,choice,remdesivir,t2,2,0.9324818983397087,1.4397590361445782,0.6008062621407827,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,effective,vaccine,t3,2,0.5320983330831,1.8761061946902655,0.2328400553180938,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,mandate,vaccine,t3,2,1.2708294698653018,1.0442477876106193,0.7520696010383542,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,evidence,ivermectin,t3,1,1.181607777697233,2.8053097345132745,-1.5278417835328897,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,evidence,plaquenil,t1,2,0.6683715395879565,1.7747252747252746,0.33705014641049,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,evidence,plaquenil,t2,4,1.177946921139967,2.6545454545454548,1.1422030325037664,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,evidence,plaquenil,t3,1,1.1615727437216814,2.9646017699115044,-1.6913290885398329,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,peerbeliefs,plaquenil,t2,2,23.79283483415372,26.4,-1.0255188240526394,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,peerbeliefs,plaquenil,t3,17,21.099664940105487,21.369369369369373,-0.20708240542077197,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,peerbeliefs,ivermectin,t3,6,20.947625612057156,24.324324324324323,-0.8747685615393614,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,exp_informativeness,NA,t3,3,NA,NA,NA,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,exp_rigor,NA,t3,3,NA,NA,NA,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
2,NA,physician,exp_bias,NA,t3,3,NA,NA,NA,-2,38,0,NA,1,55000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",2,3.275,GL-31
3,NA,physician,choice,plaquenil,t1,-2,1.4177893216450512,-0.41758241758241754,-1.1161161663860708,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,plaquenil,t2,-2,0.5855447662456258,-1.8253012048192772,-0.2983525859190068,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,plaquenil,t3,-2,0.4938209008277974,-1.911504424778761,-0.17920581140428235,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,effective,plaquenil,t3,-2,0.5764865834225402,-1.761061946902655,-0.4144728775452066,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,ivermectin,t3,-2,0.5837987185341512,-1.9026548672566372,-0.16674434124793003,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,effective,ivermectin,t3,-2,0.6413740703562988,-1.663716814159292,-0.5243167776550346,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,angiotensin,t1,-2,0.7198756485503404,-1.521978021978022,-0.6640340994789885,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,antibiotic,t1,-2,1.4587268119255967,-0.021978021978022056,-1.3559920622908712,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,antiretroviral,t1,-2,1.2348454847834482,-0.956043956043956,-0.8454143103897084,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,steroid,t1,-2,1.2536314835169837,-0.8076923076923076,-0.9510830798240235,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,toci,t3,2,1.2104550653376047,0.7079646017699114,1.0673964158014662,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,choice,remdesivir,t2,1,0.9324818983397087,1.4397590361445782,-0.47160061436857126,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,effective,vaccine,t3,2,0.5320983330831,1.8761061946902655,0.2328400553180938,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,mandate,vaccine,t3,2,1.2708294698653018,1.0442477876106193,0.7520696010383542,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,evidence,ivermectin,t3,4,1.181607777697233,2.8053097345132745,1.011071768514412,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,evidence,plaquenil,t1,1,0.6683715395879565,1.7747252747252746,-1.159123674240953,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,evidence,plaquenil,t2,1,1.177946921139967,2.6545454545454548,-1.4046010264573348,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,evidence,plaquenil,t3,4,1.1615727437216814,2.9646017699115044,0.8913761412574795,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,peerbeliefs,plaquenil,t2,10,23.79283483415372,26.4,-0.6892831440353806,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,peerbeliefs,plaquenil,t3,37,21.099664940105487,21.369369369369373,0.7407999451650289,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,peerbeliefs,ivermectin,t3,48,20.947625612057156,24.324324324324323,1.1302319467676707,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,exp_informativeness,NA,t3,4,NA,NA,NA,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,exp_rigor,NA,t3,3,NA,NA,NA,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
3,NA,physician,exp_bias,NA,t3,3,NA,NA,NA,-0.5,43,0,NA,1,7000,1,0.1,0,More than 50% but less than 95%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.575,ivermectin
4,NA,physician,choice,plaquenil,t1,-2,1.4177893216450512,-0.41758241758241754,-1.1161161663860708,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,plaquenil,t2,-2,0.5855447662456258,-1.8253012048192772,-0.2983525859190068,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,plaquenil,t3,-2,0.4938209008277974,-1.911504424778761,-0.17920581140428235,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,effective,plaquenil,t3,-2,0.5764865834225402,-1.761061946902655,-0.4144728775452066,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,ivermectin,t3,-2,0.5837987185341512,-1.9026548672566372,-0.16674434124793003,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,effective,ivermectin,t3,-2,0.6413740703562988,-1.663716814159292,-0.5243167776550346,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,angiotensin,t1,-2,0.7198756485503404,-1.521978021978022,-0.6640340994789885,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,antibiotic,t1,-1,1.4587268119255967,-0.021978021978022056,-0.6704627419104864,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,antiretroviral,t1,-2,1.2348454847834482,-0.956043956043956,-0.8454143103897084,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,steroid,t1,-1,1.2536314835169837,-0.8076923076923076,-0.1534004967458103,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,toci,t3,1,1.2104550653376047,0.7079646017699114,0.24126083370855061,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,choice,remdesivir,t2,2,0.9324818983397087,1.4397590361445782,0.6008062621407827,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,effective,vaccine,t3,2,0.5320983330831,1.8761061946902655,0.2328400553180938,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,mandate,vaccine,t3,2,1.2708294698653018,1.0442477876106193,0.7520696010383542,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,evidence,ivermectin,t3,4,1.181607777697233,2.8053097345132745,1.011071768514412,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,evidence,plaquenil,t1,2,0.6683715395879565,1.7747252747252746,0.33705014641049,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,evidence,plaquenil,t2,4,1.177946921139967,2.6545454545454548,1.1422030325037664,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,evidence,plaquenil,t3,4,1.1615727437216814,2.9646017699115044,0.8913761412574795,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,peerbeliefs,plaquenil,t2,56,23.79283483415372,26.4,1.2440720160638579,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,peerbeliefs,plaquenil,t3,13,21.099664940105487,21.369369369369373,-0.39665887553793217,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,peerbeliefs,ivermectin,t3,12,20.947625612057156,24.324324324324323,-0.5883399174954996,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,exp_informativeness,NA,t3,3,NA,NA,NA,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,exp_rigor,NA,t3,4,NA,NA,NA,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
4,NA,physician,exp_bias,NA,t3,4,NA,NA,NA,-3,34,0,NA,1,1000,1,0.3,0,Less than 50%,"Internal medicine, pulmonary","Academic, university affiliated",6,2.025,GL-31
5,NA,physician,choice,plaquenil,t1,1,1.4177893216450512,-0.41758241758241754,0.999854065720855,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,plaquenil,t2,-1,0.5855447662456258,-1.8253012048192772,1.4094587679622053,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,plaquenil,t3,-1,0.4938209008277974,-1.911504424778761,1.845819857464105,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,effective,plaquenil,t3,-1,0.5764865834225402,-1.761061946902655,1.320172869218066,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,ivermectin,t3,-2,0.5837987185341512,-1.9026548672566372,-0.16674434124793003,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,effective,ivermectin,t3,-1,0.6413740703562988,-1.663716814159292,1.0348357453717785,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,angiotensin,t1,-2,0.7198756485503404,-1.521978021978022,-0.6640340994789885,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,antibiotic,t1,1,1.4587268119255967,-0.021978021978022056,0.7005958988502836,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,antiretroviral,t1,-1,1.2348454847834482,-0.956043956043956,-0.03559639201640882,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,steroid,t1,-1,1.2536314835169837,-0.8076923076923076,-0.1534004967458103,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,toci,t3,-1,1.2104550653376047,0.7079646017699114,-1.41101033047728,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,choice,remdesivir,t2,2,0.9324818983397087,1.4397590361445782,0.6008062621407827,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,effective,vaccine,t3,2,0.5320983330831,1.8761061946902655,0.2328400553180938,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,mandate,vaccine,t3,2,1.2708294698653018,1.0442477876106193,0.7520696010383542,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,evidence,ivermectin,t3,3,1.181607777697233,2.8053097345132745,0.1647672511653115,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,evidence,plaquenil,t1,2,0.6683715395879565,1.7747252747252746,0.33705014641049,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,evidence,plaquenil,t2,3,1.177946921139967,2.6545454545454548,0.29326834618339936,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,evidence,plaquenil,t3,3,1.1615727437216814,2.9646017699115044,0.03047439799170875,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,peerbeliefs,plaquenil,t2,21,23.79283483415372,26.4,-0.22695908401164966,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,peerbeliefs,plaquenil,t3,59,21.099664940105487,21.369369369369373,1.7834705308094099,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,peerbeliefs,ivermectin,t3,38,20.947625612057156,24.324324324324323,0.6528508733612345,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,exp_informativeness,NA,t3,2,NA,NA,NA,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
5,NA,physician,exp_rigor,NA,t3,4,NA,NA,NA,1.5,50,1,NA,0,4000,1,0.4,1,More than 50% but less than 95%,Anesthesiology,"Academic, university affiliated",4,3.825,GL-31
